"Ranking","IdProducto","VentasSemestrales","fecha","IdBodega","Salidas"
"670","9114","9342,1600","2025-08-06","22","1291,8500"
"983","9216","5697,5400","2025-08-06","6","1195,0100"
"437","9147","16050,9000","2025-08-06","6","725,2000"
"305","9128","25234,7800","2025-08-06","6","1366,0000"
"277","9075","28339,7800","2025-08-06","6","1634,2500"
"410","9226","17624,1500","2025-08-06","6","1926,1800"
"380","9385","19170,3000","2025-08-06","48","1326,7500"
"290","9118","26718,0100","2025-08-06","6","1439,7400"
"287","9119","26930,7600","2025-08-06","6","745,8700"
"1422","9223","3285,3500","2025-08-06","22","129,6500"
"127","246","102980,0000","2025-08-07","10","20400,0000"
"1125","248","4695,0000","2025-08-07","10","100,0000"
"627","478","10163,5600","2025-08-07","11","1310,6200"
"216","522","41826,1400","2025-08-07","11","125,9100"
"120","634","118883,6900","2025-08-07","11","1175,7000"
"1529","679","2901,7000","2025-08-07","11","85,0000"
"78","728","208919,4700","2025-08-07","11","9,3200"
"292","754","26456,8200","2025-08-07","11","74,2500"
"82","755","198295,6500","2025-08-07","11","1156,5200"
"1553","931","2824,9900","2025-08-07","11","38,9300"
"618","952","10307,2700","2025-08-07","11","12,5800"
"158","1127","69247,7600","2025-08-07","11","668,8000"
"327","1560","23606,8000","2025-08-07","9","669,7000"
"116","1645","124026,7500","2025-08-07","9","461,4900"
"174","1647","58531,6800","2025-08-07","9","634,8000"
"138","1648","88170,2700","2025-08-07","9","169,9600"
"83","1649","197685,8800","2025-08-07","9","1449,4700"
"87","1650","174537,1600","2025-08-07","9","1280,1700"
"75","1663","215639,3200","2025-08-07","9","1242,1300"
"491","1664","13879,3000","2025-08-07","9","186,6500"
"211","1665","43698,9700","2025-08-07","9","325,5000"
"210","1688","43855,2400","2025-08-07","9","397,8400"
"537","1695","12620,5100","2025-08-07","9","156,6800"
"249","1702","34812,2000","2025-08-07","9","394,7000"
"275","1704","28528,7200","2025-08-07","9","148,6500"
"301","1713","25553,9800","2025-08-07","9","99,9900"
"154","1717","71858,2500","2025-08-07","9","200,4000"
"1181","1720","4329,3600","2025-08-07","9","3,9500"
"843","1721","6797,3700","2025-08-07","9","31,5600"
"684","1722","9103,1600","2025-08-07","9","34,7200"
"358","1770","20692,6000","2025-08-07","9","1374,7500"
"117","1780","120432,0000","2025-08-07","10","753,0000"
"314","1862","24631,4800","2025-08-07","9","3030,9900"
"999","1866","5533,9600","2025-08-07","9","705,7200"
"601","1902","10866,0000","2025-08-07","10","7,0000"
"269","1919","30657,9300","2025-08-07","9","563,0500"
"173","1923","59106,4000","2025-08-07","9","260,0000"
"419","2007","16868,4900","2025-08-07","9","338,3300"
"439","2342","15997,8000","2025-08-07","9","698,5400"
"586","2355","11305,8000","2025-08-07","9","1579,3600"
"171","2372","61035,8300","2025-08-07","9","832,3800"
"496","2400","13675,1900","2025-08-07","9","304,6700"
"498","2411","13610,8000","2025-08-07","9","2021,7600"
"208","2417","43914,4400","2025-08-07","9","2431,8800"
"778","2505","7727,2600","2025-08-07","9","316,0000"
"248","2675","34819,4300","2025-08-07","9","476,0000"
"364","2699","20518,4200","2025-08-07","9","604,1400"
"502","3285","13536,6600","2025-08-07","9","655,9600"
"654","3296","9585,9500","2025-08-07","11","65,9100"
"349","3297","21817,0000","2025-08-07","11","114,7600"
"521","3298","13037,9200","2025-08-07","11","53,1900"
"576","3299","11636,6300","2025-08-07","11","43,6800"
"1317","3304","3679,8300","2025-08-07","11","13,7100"
"762","3305","7935,5900","2025-08-07","11","114,1800"
"920","3308","6219,3100","2025-08-07","11","24,5600"
"620","3309","10289,0100","2025-08-07","11","183,7500"
"355","3572","20930,2200","2025-08-07","9","310,1700"
"940","3767","6073,1100","2025-08-07","9","325,4100"
"1609","4134","2682,9500","2025-08-07","11","19,7000"
"337","4692","22548,2800","2025-08-07","9","928,5800"
"1522","4708","2946,5800","2025-08-07","11","28,0000"
"318","4723","24115,2400","2025-08-07","9","857,4600"
"1974","4912","1894,5000","2025-08-07","11","253,8000"
"343","4986","22311,2500","2025-08-07","9","105,6200"
"524","4994","12985,0000","2025-08-07","11","181,6700"
"254","5015","33772,8900","2025-08-07","9","280,0700"
"262","5016","32375,3000","2025-08-07","9","4565,5000"
"76","5132","214593,0000","2025-08-07","10","141433,0000"
"370","5240","20112,1600","2025-08-07","9","2023,9800"
"553","5275","12101,5600","2025-08-07","9","147,0000"
"417","6234","16967,0000","2025-08-07","10","210,0000"
"123","6237","108395,0000","2025-08-07","10","390,0000"
"409","6301","17677,8900","2025-08-07","9","2412,0800"
"1664","7100","2547,5500","2025-08-07","48","1138,4500"
"319","6763","24115,1500","2025-08-07","17","20,4000"
"288","6765","26877,8000","2025-08-07","17","22,8000"
"231","6767","38128,3100","2025-08-07","17","141,8700"
"1109","6771","4779,0000","2025-08-07","16","42,0000"
"857","6772","6658,0000","2025-08-07","16","432,0000"
"1281","6773","3841,0000","2025-08-07","16","52,0000"
"104","6775","148950,0000","2025-08-07","16","2600,0000"
"347","6779","21889,6000","2025-08-07","15","623,5900"
"1271","6791","3879,4300","2025-08-07","15","531,1900"
"255","6834","32905,0000","2025-08-07","16","520,0000"
"543","6844","12209,3600","2025-08-07","15","4007,0100"
"264","6860","32278,8300","2025-08-07","17","210,8800"
"1302","7167","3736,0200","2025-08-07","17","71,0000"
"855","7217","6677,1000","2025-08-07","15","3260,6500"
"321","7226","23985,7200","2025-08-07","15","3105,8800"
"1612","7468","2681,8632","2025-08-07","53","78,4980"
"1783","7714","2320,6274","2025-08-07","53","93,9240"
"836","7730","6853,5572","2025-08-07","53","42,5039"
"1473","7870","3088,1252","2025-08-07","53","59,0959"
"749","7931","8129,3899","2025-08-07","53","125,2300"
"609","7935","10515,0835","2025-08-07","53","33,5170"
"1110","8051","4776,0000","2025-08-07","53","152,0000"
"1791","8113","2305,5607","2025-08-07","53","56,0339"
"1783","7714","2320,6274","2025-08-07","54","68,7399"
"1473","7870","3088,1252","2025-08-07","54","148,0230"
"274","7978","29109,7704","2025-08-07","54","192,3510"
"854","8049","6692,9437","2025-08-07","54","38,7329"
"1995","8101","1827,6751","2025-08-07","54","84,7229"
"454","7496","14994,2784","2025-08-07","55","309,6580"
"508","7534","13459,8869","2025-08-07","55","491,3700"
"196","7928","47272,0251","2025-08-07","55","1698,0989"
"676","7898","9314,0070","2025-08-07","56","112,0900"
"1289","7459","3783,3879","2025-08-07","57","24,2399"
"1131","7485","4637,1987","2025-08-07","57","24,3799"
"453","9384","15032,8500","2025-08-07","48","1138,4500"
"1401","15","3363,0000","2025-08-08","10","45,0000"
"559","148","12006,0000","2025-08-08","10","413,0000"
"1194","474","4255,0000","2025-08-08","10","27,0000"
"627","478","10163,5600","2025-08-08","11","1225,1600"
"216","522","41826,1400","2025-08-08","11","185,5200"
"572","542","11689,0000","2025-08-08","10","340,0000"
"141","570","81613,0000","2025-08-08","10","499,0000"
"687","609","9028,0000","2025-08-08","10","84,0000"
"480","610","14138,0000","2025-08-08","10","40,0000"
"120","634","118883,6900","2025-08-08","11","1517,2400"
"1273","663","3873,4500","2025-08-08","11","18,0000"
"1529","679","2901,7000","2025-08-08","11","85,0000"
"78","728","208919,4700","2025-08-08","11","8,7000"
"82","755","198295,6500","2025-08-08","11","1102,6700"
"1294","949","3765,3000","2025-08-08","11","34,0000"
"1525","950","2919,8200","2025-08-08","11","53,1000"
"618","952","10307,2700","2025-08-08","11","85,4100"
"158","1127","69247,7600","2025-08-08","11","888,6500"
"1225","1194","4084,4700","2025-08-08","11","34,0000"
"116","1645","124026,7500","2025-08-08","9","1891,2100"
"174","1647","58531,6800","2025-08-08","9","543,9000"
"138","1648","88170,2700","2025-08-08","9","311,1000"
"83","1649","197685,8800","2025-08-08","9","2718,5000"
"87","1650","174537,1600","2025-08-08","9","1878,8500"
"75","1663","215639,3200","2025-08-08","9","1655,9700"
"491","1664","13879,3000","2025-08-08","9","115,2600"
"537","1695","12620,5100","2025-08-08","9","54,8000"
"217","1697","41728,5600","2025-08-08","9","317,1300"
"249","1702","34812,2000","2025-08-08","9","138,0500"
"154","1717","71858,2500","2025-08-08","9","13,0000"
"1181","1720","4329,3600","2025-08-08","9","7,2300"
"843","1721","6797,3700","2025-08-08","9","60,4600"
"684","1722","9103,1600","2025-08-08","9","55,9900"
"28","1746","573417,0400","2025-08-08","9","3897,6900"
"358","1770","20692,6000","2025-08-08","9","365,9500"
"263","1773","32299,0000","2025-08-08","9","797,6000"
"660","1778","9478,8000","2025-08-08","10","150,0000"
"747","1779","8148,0000","2025-08-08","10","172,0000"
"117","1780","120432,0000","2025-08-08","10","2438,0000"
"474","1781","14233,0000","2025-08-08","10","300,0000"
"607","1894","10567,0000","2025-08-08","10","678,0000"
"601","1902","10866,0000","2025-08-08","10","45,0000"
"283","1903","27671,9100","2025-08-08","9","1231,3800"
"269","1919","30657,9300","2025-08-08","9","5911,9000"
"234","1996","37307,5000","2025-08-08","9","837,8000"
"1200","2023","4203,1600","2025-08-08","9","318,7900"
"439","2342","15997,8000","2025-08-08","9","1763,3500"
"586","2355","11305,8000","2025-08-08","9","401,4400"
"171","2372","61035,8300","2025-08-08","9","1426,5300"
"329","2393","23430,8000","2025-08-08","9","510,8200"
"923","2404","6200,9000","2025-08-08","9","654,7900"
"656","2410","9523,9200","2025-08-08","9","612,4300"
"379","2412","19188,9900","2025-08-08","9","2670,7000"
"1616","2427","2673,0000","2025-08-08","9","238,0000"
"472","2543","14243,8900","2025-08-08","9","474,6300"
"400","2631","18110,9200","2025-08-08","9","1042,6200"
"858","2649","6629,3000","2025-08-08","9","1354,5800"
"1135","3254","4598,3600","2025-08-08","11","8,8100"
"1366","3255","3475,8400","2025-08-08","11","11,7900"
"654","3296","9585,9500","2025-08-08","11","28,2000"
"349","3297","21817,0000","2025-08-08","11","54,4900"
"521","3298","13037,9200","2025-08-08","11","50,1400"
"576","3299","11636,6300","2025-08-08","11","54,6700"
"1317","3304","3679,8300","2025-08-08","11","13,3400"
"762","3305","7935,5900","2025-08-08","11","75,0100"
"920","3308","6219,3100","2025-08-08","11","1,7900"
"620","3309","10289,0100","2025-08-08","11","99,3300"
"1451","3574","3181,9000","2025-08-08","9","621,3800"
"785","3576","7599,5800","2025-08-08","9","737,8700"
"940","3767","6073,1100","2025-08-08","9","650,8200"
"1004","4062","5480,0000","2025-08-08","11","5,0000"
"1609","4134","2682,9500","2025-08-08","11","16,2000"
"1132","4328","4630,7000","2025-08-08","9","446,9400"
"1003","4409","5501,0300","2025-08-08","9","1372,3700"
"159","4434","69210,8500","2025-08-08","9","775,8100"
"1522","4708","2946,5800","2025-08-08","11","91,0000"
"515","4811","13316,4600","2025-08-08","9","1224,7300"
"367","4854","20374,8200","2025-08-08","11","152,5600"
"1012","4984","5360,5000","2025-08-08","9","488,4500"
"524","4994","12985,0000","2025-08-08","11","37,2300"
"157","5012","70466,0500","2025-08-08","9","2271,4800"
"671","5035","9325,6200","2025-08-08","9","1242,4600"
"1520","5244","2949,5200","2025-08-08","9","1741,9000"
"688","5394","9027,1400","2025-08-08","9","848,4800"
"24","5454","598292,0000","2025-08-08","10","7062,0000"
"63","5455","286083,0000","2025-08-08","10","3487,0000"
"142","5456","81592,0000","2025-08-08","10","1916,0000"
"115","6232","124090,0000","2025-08-08","10","2336,0000"
"1014","6233","5331,0000","2025-08-08","10","7,0000"
"150","6239","74800,0000","2025-08-08","10","420,0000"
"1793","7139","2304,9500","2025-08-08","48","821,5500"
"1338","7082","3578,5000","2025-08-08","48","730,3500"
"942","7103","6037,8500","2025-08-08","48","2743,6500"
"319","6763","24115,1500","2025-08-08","17","243,5000"
"288","6765","26877,8000","2025-08-08","17","280,5000"
"231","6767","38128,3100","2025-08-08","17","287,5000"
"243","6805","35561,2100","2025-08-08","15","544,1900"
"264","6860","32278,8300","2025-08-08","17","435,3600"
"265","6881","31805,9000","2025-08-08","15","420,0000"
"321","7226","23985,7200","2025-08-08","15","1706,7600"
"836","7730","6853,5572","2025-08-08","53","91,4249"
"749","7931","8129,3899","2025-08-08","53","39,0739"
"609","7935","10515,0835","2025-08-08","53","128,0099"
"1110","8051","4776,0000","2025-08-08","53","220,0000"
"1511","8075","2963,9268","2025-08-08","53","86,1629"
"1791","8113","2305,5607","2025-08-08","53","207,7659"
"813","7583","7159,5085","2025-08-08","54","2,5179"
"1783","7714","2320,6274","2025-08-08","54","6,0910"
"1473","7870","3088,1252","2025-08-08","54","197,6680"
"274","7978","29109,7704","2025-08-08","54","263,0330"
"854","8049","6692,9437","2025-08-08","54","210,4790"
"1791","8113","2305,5607","2025-08-08","54","148,7080"
"454","7496","14994,2784","2025-08-08","55","672,2440"
"508","7534","13459,8869","2025-08-08","55","202,0480"
"317","7567","24119,2220","2025-08-08","55","626,6040"
"196","7928","47272,0251","2025-08-08","55","955,4969"
"1089","8127","4888,3986","2025-08-08","56","82,4200"
"1289","7459","3783,3879","2025-08-08","57","34,2599"
"1131","7485","4637,1987","2025-08-08","57","9,7400"
"365","9088","20471,2700","2025-08-08","6","625,5200"
"1136","9143","4593,4400","2025-08-08","6","1388,7600"
"734","9090","8285,9900","2025-08-08","6","1139,8500"
"513","9372","13324,1500","2025-08-08","48","730,3500"
"17","9097","900400,0000","2025-08-08","6","86400,0000"
"563","9004","11862,9700","2025-08-08","3","423,5100"
"729","9142","8325,4200","2025-08-08","6","1099,6000"
"356","9167","20839,1800","2025-08-08","6","634,1300"
"1242","9219","4007,8900","2025-08-08","2","632,5000"
"533","9369","12650,9500","2025-08-08","48","821,5500"
"1626","8989","2639,8400","2025-08-08","3","607,5000"
"188","9387","51770,5000","2025-08-08","48","2743,6500"
"1401","15","3363,0000","2025-08-09","10","65,0000"
"559","148","12006,0000","2025-08-09","10","60,0000"
"1644","196","2585,5500","2025-08-09","11","65,0000"
"1125","248","4695,0000","2025-08-09","10","160,0000"
"1194","474","4255,0000","2025-08-09","10","68,0000"
"627","478","10163,5600","2025-08-09","11","614,3800"
"216","522","41826,1400","2025-08-09","11","577,5600"
"572","542","11689,0000","2025-08-09","10","32,0000"
"141","570","81613,0000","2025-08-09","10","1068,0000"
"687","609","9028,0000","2025-08-09","10","146,0000"
"480","610","14138,0000","2025-08-09","10","550,0000"
"120","634","118883,6900","2025-08-09","11","1248,9700"
"78","728","208919,4700","2025-08-09","11","4,3600"
"292","754","26456,8200","2025-08-09","11","272,1800"
"82","755","198295,6500","2025-08-09","11","3198,0700"
"253","767","33840,0000","2025-08-09","11","1440,0000"
"1553","931","2824,9900","2025-08-09","11","13,7500"
"1525","950","2919,8200","2025-08-09","11","17,0000"
"618","952","10307,2700","2025-08-09","11","31,9800"
"442","954","15697,5100","2025-08-09","11","295,4000"
"397","1024","18284,2600","2025-08-09","11","151,6900"
"158","1127","69247,7600","2025-08-09","11","734,8300"
"116","1645","124026,7500","2025-08-09","9","2298,2500"
"174","1647","58531,6800","2025-08-09","9","1763,6400"
"138","1648","88170,2700","2025-08-09","9","2043,6000"
"83","1649","197685,8800","2025-08-09","9","4801,9200"
"87","1650","174537,1600","2025-08-09","9","2370,5000"
"75","1663","215639,3200","2025-08-09","9","1664,8700"
"491","1664","13879,3000","2025-08-09","9","91,2000"
"211","1665","43698,9700","2025-08-09","9","873,2700"
"210","1688","43855,2400","2025-08-09","9","1271,8300"
"537","1695","12620,5100","2025-08-09","9","85,8600"
"217","1697","41728,5600","2025-08-09","9","192,5900"
"249","1702","34812,2000","2025-08-09","9","460,8200"
"154","1717","71858,2500","2025-08-09","9","93,5000"
"1181","1720","4329,3600","2025-08-09","9","28,0300"
"843","1721","6797,3700","2025-08-09","9","53,8400"
"684","1722","9103,1600","2025-08-09","9","104,8900"
"28","1746","573417,0400","2025-08-09","9","2907,4900"
"358","1770","20692,6000","2025-08-09","9","2362,2000"
"263","1773","32299,0000","2025-08-09","9","817,1000"
"660","1778","9478,8000","2025-08-09","10","150,0000"
"747","1779","8148,0000","2025-08-09","10","398,0000"
"117","1780","120432,0000","2025-08-09","10","2094,0000"
"200","1786","46063,0000","2025-08-09","10","570,0000"
"431","1787","16288,0000","2025-08-09","10","40,0000"
"1799","1791","2286,0000","2025-08-09","10","84,0000"
"1028","1800","5233,0000","2025-08-09","10","168,0000"
"774","1804","7791,0000","2025-08-09","10","304,0000"
"1236","1808","4044,0000","2025-08-09","10","220,0000"
"587","1811","11253,0000","2025-08-09","10","842,0000"
"1966","1821","1918,0000","2025-08-09","10","224,0000"
"1105","1827","4813,0000","2025-08-09","10","50,0000"
"594","1828","11103,0000","2025-08-09","10","56,0000"
"1382","1835","3415,0000","2025-08-09","10","42,0000"
"1705","1842","2484,0000","2025-08-09","10","33,0000"
"914","1846","6247,0000","2025-08-09","10","72,0000"
"436","1855","16135,0000","2025-08-09","10","81,0000"
"357","1884","20743,0000","2025-08-09","10","460,0000"
"1205","1901","4170,0000","2025-08-09","10","370,0000"
"601","1902","10866,0000","2025-08-09","10","108,0000"
"160","1909","68970,1100","2025-08-09","9","273,0300"
"270","1978","30405,2400","2025-08-09","9","1319,6500"
"419","2007","16868,4900","2025-08-09","9","344,3300"
"993","2015","5612,0000","2025-08-09","10","165,0000"
"1495","2039","3030,0000","2025-08-09","10","183,0000"
"1542","2091","2850,0000","2025-08-09","10","66,0000"
"1523","2127","2934,8400","2025-08-09","9","317,5400"
"1231","2147","4050,0000","2025-08-09","10","680,0000"
"172","2407","59381,9500","2025-08-09","9","536,2800"
"656","2410","9523,9200","2025-08-09","9","798,8600"
"208","2417","43914,4400","2025-08-09","9","267,6000"
"1045","2420","5133,2700","2025-08-09","9","978,2200"
"733","2546","8292,7700","2025-08-09","9","290,0700"
"554","2612","12098,1500","2025-08-09","9","585,1500"
"640","2662","9806,4300","2025-08-09","9","245,0000"
"248","2675","34819,4300","2025-08-09","9","2330,3500"
"364","2699","20518,4200","2025-08-09","9","1445,4200"
"654","3296","9585,9500","2025-08-09","11","70,5700"
"349","3297","21817,0000","2025-08-09","11","171,7300"
"521","3298","13037,9200","2025-08-09","11","223,7500"
"576","3299","11636,6300","2025-08-09","11","111,7200"
"1317","3304","3679,8300","2025-08-09","11","124,3400"
"762","3305","7935,5900","2025-08-09","11","86,7700"
"920","3308","6219,3100","2025-08-09","11","65,3100"
"620","3309","10289,0100","2025-08-09","11","93,4100"
"940","3767","6073,1100","2025-08-09","9","640,8200"
"1004","4062","5480,0000","2025-08-09","11","5,0000"
"1609","4134","2682,9500","2025-08-09","11","66,8000"
"652","4242","9631,1000","2025-08-09","9","1598,6000"
"334","4276","22751,8000","2025-08-09","9","876,9000"
"1003","4409","5501,0300","2025-08-09","9","1180,8700"
"204","4438","44387,9800","2025-08-09","9","1518,4600"
"367","4854","20374,8200","2025-08-09","11","77,8200"
"1363","4858","3489,0600","2025-08-09","9","290,0000"
"667","4905","9404,9800","2025-08-09","9","1291,2900"
"1974","4912","1894,5000","2025-08-09","11","36,0500"
"1986","4962","1863,0800","2025-08-09","9","581,4700"
"246","5011","34877,2600","2025-08-09","9","555,3800"
"157","5012","70466,0500","2025-08-09","9","1061,3200"
"241","5067","35866,3800","2025-08-09","9","76,0000"
"76","5132","214593,0000","2025-08-09","10","29262,0000"
"675","5312","9315,7800","2025-08-09","9","5166,9900"
"236","5348","37204,3600","2025-08-09","9","258,0000"
"688","5394","9027,1400","2025-08-09","9","493,4800"
"24","5454","598292,0000","2025-08-09","10","14468,0000"
"63","5455","286083,0000","2025-08-09","10","2410,0000"
"142","5456","81592,0000","2025-08-09","10","652,0000"
"955","5531","5952,0000","2025-08-09","10","699,0000"
"1977","5588","1885,0000","2025-08-09","10","118,0000"
"1975","5975","1894,2700","2025-08-09","5","593,6600"
"1624","5977","2642,9500","2025-08-09","5","619,3400"
"1707","6052","2477,3400","2025-08-09","5","564,8700"
"848","6062","6713,4400","2025-08-09","5","1942,2000"
"740","6106","8221,2500","2025-08-09","6","1423,0600"
"115","6232","124090,0000","2025-08-09","10","2704,0000"
"126","6236","107569,0000","2025-08-09","10","2400,0000"
"123","6237","108395,0000","2025-08-09","10","7310,0000"
"150","6239","74800,0000","2025-08-09","10","4220,0000"
"319","6763","24115,1500","2025-08-09","17","57,0000"
"288","6765","26877,8000","2025-08-09","17","68,1000"
"140","6780","84937,6800","2025-08-09","15","445,2100"
"405","6781","17870,6400","2025-08-09","15","409,4900"
"543","6844","12209,3600","2025-08-09","15","1959,5600"
"1106","7185","4801,0800","2025-08-09","15","402,7600"
"289","7186","26831,4200","2025-08-09","15","552,2100"
"1783","7714","2320,6274","2025-08-09","54","14,4100"
"1473","7870","3088,1252","2025-08-09","54","45,4650"
"609","7935","10515,0835","2025-08-09","54","26,3080"
"274","7978","29109,7704","2025-08-09","54","190,3580"
"854","8049","6692,9437","2025-08-09","54","311,8609"
"1791","8113","2305,5607","2025-08-09","54","34,6970"
"741","9146","8221,2500","2025-08-09","6","1423,0600"
"433","9096","16256,1200","2025-08-09","5","564,8700"
"464","9003","14686,4700","2025-08-09","3","1092,6400"
"1424","9040","3281,9900","2025-08-09","5","619,3400"
"1250","9188","3957,1400","2025-08-09","4","911,6300"
"566","9083","11759,0900","2025-08-09","7","3025,2000"
"1035","9120","5200,9700","2025-08-09","22","545,6800"
"600","9047","10911,1300","2025-08-09","4","1084,8200"
"298","9232","25647,8200","2025-08-09","5","2916,6200"
"1965","9139","1923,8600","2025-08-09","5","1184,5700"
"681","9039","9184,3000","2025-08-09","5","485,4400"
"1123","9113","4699,9900","2025-08-09","22","1206,4500"
"1763","9177","2365,7000","2025-08-09","25","407,4000"
"176","9073","57381,9200","2025-08-09","6","2544,1900"
"738","9038","8251,9200","2025-08-09","5","593,6600"
"874","9179","6514,4300","2025-08-09","4","552,8400"
"191","9076","50481,3800","2025-08-09","27","4090,7000"
"1000","9058","5517,9100","2025-08-09","2","1017,1600"
"38","9107","418830,0000","2025-08-09","6","48000,0000"
"1203","9210","4180,7800","2025-08-09","28","2049,3800"
"563","9004","11862,9700","2025-08-09","3","373,0600"
"49","9171","316900,0000","2025-08-09","6","36000,0000"
"627","478","10163,5600","2025-08-10","11","1225,9700"
"216","522","41826,1400","2025-08-10","11","212,9900"
"120","634","118883,6900","2025-08-10","11","917,5700"
"78","728","208919,4700","2025-08-10","11","8,7300"
"292","754","26456,8200","2025-08-10","11","24,1400"
"82","755","198295,6500","2025-08-10","11","733,1000"
"1553","931","2824,9900","2025-08-10","11","42,6000"
"618","952","10307,2700","2025-08-10","11","17,0200"
"442","954","15697,5100","2025-08-10","11","334,9000"
"158","1127","69247,7600","2025-08-10","11","536,8800"
"327","1560","23606,8000","2025-08-10","9","2444,1000"
"116","1645","124026,7500","2025-08-10","9","2122,5600"
"138","1648","88170,2700","2025-08-10","9","1093,7400"
"83","1649","197685,8800","2025-08-10","9","2733,9800"
"87","1650","174537,1600","2025-08-10","9","1801,0800"
"233","1653","37708,4600","2025-08-10","9","266,1200"
"75","1663","215639,3200","2025-08-10","9","1183,7400"
"211","1665","43698,9700","2025-08-10","9","382,5800"
"114","1671","125202,7100","2025-08-10","9","483,7700"
"307","1677","25213,7700","2025-08-10","9","640,9800"
"210","1688","43855,2400","2025-08-10","9","646,6300"
"217","1697","41728,5600","2025-08-10","9","313,8600"
"154","1717","71858,2500","2025-08-10","9","33,0700"
"1181","1720","4329,3600","2025-08-10","9","33,0600"
"843","1721","6797,3700","2025-08-10","9","38,3900"
"684","1722","9103,1600","2025-08-10","9","43,0500"
"28","1746","573417,0400","2025-08-10","9","5841,0400"
"1492","1754","3033,3300","2025-08-10","9","81,6700"
"1523","2127","2934,8400","2025-08-10","9","322,5400"
"656","2410","9523,9200","2025-08-10","9","723,4300"
"498","2411","13610,8000","2025-08-10","9","338,6000"
"208","2417","43914,4400","2025-08-10","9","934,1200"
"1153","2515","4497,5800","2025-08-10","9","258,0000"
"483","2588","14104,9600","2025-08-10","9","3653,9700"
"932","2617","6145,6700","2025-08-10","9","740,0000"
"640","2662","9806,4300","2025-08-10","9","1025,7900"
"248","2675","34819,4300","2025-08-10","9","1750,0500"
"546","2764","12202,2400","2025-08-10","9","825,7600"
"654","3296","9585,9500","2025-08-10","11","12,4600"
"349","3297","21817,0000","2025-08-10","11","15,5400"
"521","3298","13037,9200","2025-08-10","11","31,2700"
"576","3299","11636,6300","2025-08-10","11","11,3300"
"1317","3304","3679,8300","2025-08-10","11","2,9300"
"762","3305","7935,5900","2025-08-10","11","2,4600"
"920","3308","6219,3100","2025-08-10","11","2,1900"
"620","3309","10289,0100","2025-08-10","11","2,1900"
"250","4271","34714,3800","2025-08-10","9","923,2200"
"159","4434","69210,8500","2025-08-10","9","3683,2400"
"204","4438","44387,9800","2025-08-10","9","1304,4600"
"1833","4837","2203,5500","2025-08-10","9","421,8100"
"367","4854","20374,8200","2025-08-10","11","124,9600"
"1986","4962","1863,0800","2025-08-10","9","457,7700"
"246","5011","34877,2600","2025-08-10","9","2623,5200"
"1520","5244","2949,5200","2025-08-10","9","998,0000"
"675","5312","9315,7800","2025-08-10","9","1140,2200"
"1017","5636","5320,3000","2025-08-10","9","355,3000"
"1293","5639","3768,2400","2025-08-10","9","782,0600"
"813","7583","7159,5085","2025-08-10","54","22,5139"
"1473","7870","3088,1252","2025-08-10","54","210,4869"
"274","7978","29109,7704","2025-08-10","54","290,6770"
"854","8049","6692,9437","2025-08-10","54","446,3330"
"1644","196","2585,5500","2025-08-11","11","24,1000"
"1194","474","4255,0000","2025-08-11","10","14,0000"
"627","478","10163,5600","2025-08-11","11","1644,4000"
"216","522","41826,1400","2025-08-11","11","394,0500"
"141","570","81613,0000","2025-08-11","10","315,0000"
"687","609","9028,0000","2025-08-11","10","92,0000"
"480","610","14138,0000","2025-08-11","10","92,0000"
"120","634","118883,6900","2025-08-11","11","739,0500"
"1273","663","3873,4500","2025-08-11","11","16,0000"
"78","728","208919,4700","2025-08-11","11","0,7400"
"82","755","198295,6500","2025-08-11","11","1369,9500"
"1553","931","2824,9900","2025-08-11","11","24,7800"
"1294","949","3765,3000","2025-08-11","11","119,0000"
"1525","950","2919,8200","2025-08-11","11","85,0000"
"618","952","10307,2700","2025-08-11","11","68,0000"
"442","954","15697,5100","2025-08-11","11","282,2000"
"158","1127","69247,7600","2025-08-11","11","429,3600"
"1225","1194","4084,4700","2025-08-11","11","65,0000"
"116","1645","124026,7500","2025-08-11","9","1272,9300"
"174","1647","58531,6800","2025-08-11","9","265,3000"
"138","1648","88170,2700","2025-08-11","9","1571,9900"
"83","1649","197685,8800","2025-08-11","9","819,0600"
"87","1650","174537,1600","2025-08-11","9","132,9000"
"233","1653","37708,4600","2025-08-11","9","1319,6900"
"75","1663","215639,3200","2025-08-11","9","940,4500"
"491","1664","13879,3000","2025-08-11","9","349,0800"
"114","1671","125202,7100","2025-08-11","9","2599,0600"
"307","1677","25213,7700","2025-08-11","9","104,0300"
"217","1697","41728,5600","2025-08-11","9","126,4400"
"154","1717","71858,2500","2025-08-11","9","5,5600"
"1181","1720","4329,3600","2025-08-11","9","55,0000"
"843","1721","6797,3700","2025-08-11","9","38,6900"
"684","1722","9103,1600","2025-08-11","9","11,2200"
"28","1746","573417,0400","2025-08-11","9","1654,6400"
"117","1780","120432,0000","2025-08-11","10","56,0000"
"431","1787","16288,0000","2025-08-11","10","195,0000"
"1532","1807","2887,0000","2025-08-11","10","66,0000"
"1236","1808","4044,0000","2025-08-11","10","52,0000"
"1966","1821","1918,0000","2025-08-11","10","98,0000"
"1024","1850","5259,2800","2025-08-11","9","916,0600"
"436","1855","16135,0000","2025-08-11","10","132,0000"
"1841","1873","2180,0000","2025-08-11","10","192,0000"
"357","1884","20743,0000","2025-08-11","10","740,0000"
"601","1902","10866,0000","2025-08-11","10","18,0000"
"624","1907","10234,0000","2025-08-11","10","303,0000"
